product_id,name,category,brand,description,eco_attributes,eco_score,price,rating,stock
PROD_0215,Natural Cereal,Food & Beverages,NatureFirst,"Natural Cereal from NatureFirst. Category: Food & Beverages. Features: Fair Trade, Non-Toxic, Organic. Additional benefits: Recycled.","Fair Trade, Non-Toxic, Organic, Recycled",39.61,82.68,3.7,68
PROD_0216,Green Charger Max,Electronics,SustainableCo,"Green Charger Max from SustainableCo. Category: Electronics. Features: Biodegradable, Organic, Carbon Neutral. Additional benefits: Minimal Packaging, Sustainable.","Biodegradable, Organic, Carbon Neutral, Minimal Packaging, Sustainable",47.55,89.82,4.3,1
PROD_0217,Natural Deodorant,Beauty & Personal Care,EcoEssentials,"Natural Deodorant from EcoEssentials. Category: Beauty & Personal Care. Features: Locally Sourced, Fair Trade.","Locally Sourced, Fair Trade",24.91,40.39,3.7,17
PROD_0218,Green Art Supplies,Toys & Games,NatureFirst,"Green Art Supplies from NatureFirst. Category: Toys & Games. Features: Recycled, Locally Sourced, Biodegradable.","Recycled, Locally Sourced, Biodegradable",25.54,17.23,4.6,32
PROD_0219,Green Air Conditioner Kit,Home & Garden,EcoBrand,"Green Air Conditioner Kit from EcoBrand. Category: Home & Garden. Features: Fair Trade, Water Efficient, Energy Efficient. Additional benefits: Biodegradable.","Fair Trade, Water Efficient, Energy Efficient, Biodegradable",44.36,22.6,4.6,65
PROD_0220,Sustainable Water Bottle,Sports & Outdoors,GreenLife,"Sustainable Water Bottle from GreenLife. Category: Sports & Outdoors. Features: Non-Toxic, Recycled, Biodegradable. Additional benefits: Water Efficient, Minimal Packaging.","Non-Toxic, Recycled, Biodegradable, Water Efficient, Minimal Packaging",48.26,64.28,4.7,33
PROD_0221,Eco Handbook,Books,EarthFriendly,"Eco Handbook from EarthFriendly. Category: Books. Features: Fair Trade, Locally Sourced, Sustainable. Additional benefits: Organic, Water Efficient.","Fair Trade, Locally Sourced, Sustainable, Organic, Water Efficient",43.65,15.13,4.7,7
PROD_0222,Organic Cotton Tee,Clothing,GreenWave,"Organic Cotton Tee from GreenWave. Category: Clothing. Features: Biodegradable, Carbon Neutral, Renewable Materials. Additional benefits: Fair Trade.","Biodegradable, Carbon Neutral, Renewable Materials, Fair Trade",39.86,21.28,4.6,47
PROD_0223,Natural Cereal,Food & Beverages,EarthFriendly,"Natural Cereal from EarthFriendly. Category: Food & Beverages. Features: Minimal Packaging, Biodegradable, Sustainable.","Minimal Packaging, Biodegradable, Sustainable",43.35,97.96,4.5,53
PROD_0224,Water Efficient Art Supplies Set,Toys & Games,SustainableStyle,"Water Efficient Art Supplies Set from SustainableStyle. Category: Toys & Games. Features: Energy Efficient, Non-Toxic, Water Efficient.","Energy Efficient, Non-Toxic, Water Efficient",22.84,41.46,4.0,90
PROD_0225,Eco Water Bottle,Sports & Outdoors,GreenLife,"Eco Water Bottle from GreenLife. Category: Sports & Outdoors. Features: Organic, Renewable Materials.","Organic, Renewable Materials",17.11,109.6,4.2,21
PROD_0226,Eco Running,Sports & Outdoors,SustainableStyle,"Eco Running from SustainableStyle. Category: Sports & Outdoors. Features: Recycled, Non-Toxic, Energy Efficient. Additional benefits: Minimal Packaging, Sustainable.","Recycled, Non-Toxic, Energy Efficient, Minimal Packaging, Sustainable",50.9,274.47,4.4,58
PROD_0227,Green Water Kit,Home & Garden,SustainableStyle,"Green Water Kit from SustainableStyle. Category: Home & Garden. Features: Minimal Packaging, Water Efficient, Organic. Additional benefits: Renewable Materials, Sustainable.","Minimal Packaging, Water Efficient, Organic, Renewable Materials, Sustainable",52.55,59.18,4.5,50
PROD_0228,Natural Lotion,Beauty & Personal Care,EcoBrand,"Natural Lotion from EcoBrand. Category: Beauty & Personal Care. Features: Water Efficient, Recycled, Organic.","Water Efficient, Recycled, Organic",33.08,47.17,3.7,8
PROD_0229,Green Air Conditioner Max,Electronics,GreenLife,"Green Air Conditioner Max from GreenLife. Category: Electronics. Features: Organic, Fair Trade, Carbon Neutral. Additional benefits: Biodegradable, Renewable Materials.","Organic, Fair Trade, Carbon Neutral, Biodegradable, Renewable Materials",54.41,97.16,4.1,47
PROD_0230,Locally Sourced Guide,Books,GreenWave,"Locally Sourced Guide from GreenWave. Category: Books. Features: Carbon Neutral, Recycled, Renewable Materials. Additional benefits: Biodegradable, Locally Sourced.","Carbon Neutral, Recycled, Renewable Materials, Biodegradable, Locally Sourced",45.92,35.88,4.9,50
PROD_0231,Eco Refrigerator,Home & Garden,EarthFriendly,"Eco Refrigerator from EarthFriendly. Category: Home & Garden. Features: Organic, Fair Trade.","Organic, Fair Trade",23.05,29.95,5.0,68
PROD_0232,Sustainable Living,Books,EarthFriendly,"Sustainable Living from EarthFriendly. Category: Books. Features: Minimal Packaging, Locally Sourced, Biodegradable.","Minimal Packaging, Locally Sourced, Biodegradable",41.69,50.36,4.1,97
PROD_0233,Water Efficient Wool Shirt,Clothing,EcoBrand,"Water Efficient Wool Shirt from EcoBrand. Category: Clothing. Features: Water Efficient, Organic, Energy Efficient. Additional benefits: Sustainable, Recycled.","Water Efficient, Organic, Energy Efficient, Sustainable, Recycled",49.21,23.54,4.7,57
PROD_0234,Smart Carbon Neutral Refrigerator,Electronics,EarthFriendly,"Smart Carbon Neutral Refrigerator from EarthFriendly. Category: Electronics. Features: Carbon Neutral, Minimal Packaging.","Carbon Neutral, Minimal Packaging",25.26,5.17,4.9,96
PROD_0235,Smart Water Efficient Charger,Electronics,SustainableCo,"Smart Water Efficient Charger from SustainableCo. Category: Electronics. Features: Energy Efficient, Water Efficient, Locally Sourced. Additional benefits: Non-Toxic.","Energy Efficient, Water Efficient, Locally Sourced, Non-Toxic",30.55,11.75,4.6,84
PROD_0236,Natural Juice,Food & Beverages,EcoTech,"Natural Juice from EcoTech. Category: Food & Beverages. Features: Fair Trade, Organic, Renewable Materials. Additional benefits: Biodegradable.","Fair Trade, Organic, Renewable Materials, Biodegradable",39.49,26.88,4.2,6
PROD_0237,Sustainable Running,Sports & Outdoors,EcoTech,"Sustainable Running from EcoTech. Category: Sports & Outdoors. Features: Sustainable, Carbon Neutral, Non-Toxic. Additional benefits: Biodegradable.","Sustainable, Carbon Neutral, Non-Toxic, Biodegradable",40.77,26.62,4.2,96
PROD_0238,Biodegradable Art Supplies Set,Toys & Games,EarthFriendly,"Biodegradable Art Supplies Set from EarthFriendly. Category: Toys & Games. Features: Fair Trade, Biodegradable, Minimal Packaging.","Fair Trade, Biodegradable, Minimal Packaging",35.02,29.2,4.0,71
PROD_0239,Green Compost Kit,Home & Garden,EcoTech,"Green Compost Kit from EcoTech. Category: Home & Garden. Features: Fair Trade, Energy Efficient, Locally Sourced.","Fair Trade, Energy Efficient, Locally Sourced",45.24,81.55,3.5,47
PROD_0240,Organic Wool Tee,Clothing,SustainableStyle,"Organic Wool Tee from SustainableStyle. Category: Clothing. Features: Organic, Fair Trade, Carbon Neutral.","Organic, Fair Trade, Carbon Neutral",28.91,50.07,4.9,5
PROD_0241,Sustainable Cotton,Clothing,EarthFriendly,"Sustainable Cotton from EarthFriendly. Category: Clothing. Features: Minimal Packaging, Energy Efficient, Locally Sourced.","Minimal Packaging, Energy Efficient, Locally Sourced",32.66,13.66,3.6,24
PROD_0242,Sustainable Bamboo,Clothing,GreenWave,"Sustainable Bamboo from GreenWave. Category: Clothing. Features: Sustainable, Water Efficient, Energy Efficient.","Sustainable, Water Efficient, Energy Efficient",34.0,37.58,4.4,41
PROD_0243,Natural Deodorant,Beauty & Personal Care,EcoTech,"Natural Deodorant from EcoTech. Category: Beauty & Personal Care. Features: Renewable Materials, Non-Toxic, Locally Sourced. Additional benefits: Fair Trade, Sustainable.","Renewable Materials, Non-Toxic, Locally Sourced, Fair Trade, Sustainable",48.07,32.48,3.8,59
PROD_0244,Locally Sourced Wool Shirt,Clothing,GreenWave,"Locally Sourced Wool Shirt from GreenWave. Category: Clothing. Features: Energy Efficient, Locally Sourced, Non-Toxic. Additional benefits: Carbon Neutral.","Energy Efficient, Locally Sourced, Non-Toxic, Carbon Neutral",41.43,37.49,3.8,94
PROD_0245,Eco Solar,Home & Garden,EcoBrand,"Eco Solar from EcoBrand. Category: Home & Garden. Features: Renewable Materials, Water Efficient, Non-Toxic. Additional benefits: Carbon Neutral.","Renewable Materials, Water Efficient, Non-Toxic, Carbon Neutral",43.84,21.44,4.3,42
PROD_0246,Organic Juice,Food & Beverages,EcoTech,"Organic Juice from EcoTech. Category: Food & Beverages. Features: Minimal Packaging, Renewable Materials, Locally Sourced.","Minimal Packaging, Renewable Materials, Locally Sourced",45.94,3.95,4.2,82
PROD_0247,Sustainable Art Supplies Set,Toys & Games,GreenWave,"Sustainable Art Supplies Set from GreenWave. Category: Toys & Games. Features: Sustainable, Locally Sourced, Biodegradable.","Sustainable, Locally Sourced, Biodegradable",37.23,6.3,3.7,69
PROD_0248,Smart Non-Toxic Phone,Electronics,SustainableStyle,"Smart Non-Toxic Phone from SustainableStyle. Category: Electronics. Features: Recycled, Non-Toxic.","Recycled, Non-Toxic",22.45,27.01,4.9,17
PROD_0249,Organic Snacks,Food & Beverages,GreenLife,"Organic Snacks from GreenLife. Category: Food & Beverages. Features: Organic, Energy Efficient, Renewable Materials.","Organic, Energy Efficient, Renewable Materials",31.96,17.77,4.5,79
PROD_0250,Green Art Supplies,Toys & Games,GreenWave,"Green Art Supplies from GreenWave. Category: Toys & Games. Features: Organic, Renewable Materials.","Organic, Renewable Materials",21.19,31.32,3.7,2
PROD_0251,Renewable Materials Shampoo Cream,Beauty & Personal Care,SustainableStyle,"Renewable Materials Shampoo Cream from SustainableStyle. Category: Beauty & Personal Care. Features: Organic, Renewable Materials, Carbon Neutral. Additional benefits: Biodegradable.","Organic, Renewable Materials, Carbon Neutral, Biodegradable",44.68,91.58,3.5,30
PROD_0252,Organic Juice,Food & Beverages,EcoEssentials,"Organic Juice from EcoEssentials. Category: Food & Beverages. Features: Locally Sourced, Fair Trade, Carbon Neutral. Additional benefits: Recycled.","Locally Sourced, Fair Trade, Carbon Neutral, Recycled",43.48,18.49,4.5,72
PROD_0253,Organic Juice,Food & Beverages,EarthFriendly,"Organic Juice from EarthFriendly. Category: Food & Beverages. Features: Non-Toxic, Recycled, Organic. Additional benefits: Sustainable.","Non-Toxic, Recycled, Organic, Sustainable",44.38,48.98,4.5,70
PROD_0254,Biodegradable Art Supplies Set,Toys & Games,EcoBrand,"Biodegradable Art Supplies Set from EcoBrand. Category: Toys & Games. Features: Sustainable, Biodegradable.","Sustainable, Biodegradable",21.25,27.57,3.9,82
PROD_0255,Organic Water Bottle Gear,Sports & Outdoors,EcoEssentials,"Organic Water Bottle Gear from EcoEssentials. Category: Sports & Outdoors. Features: Renewable Materials, Organic.","Renewable Materials, Organic",29.55,47.25,4.7,34
PROD_0256,Eco Phone Pro,Electronics,GreenLife,"Eco Phone Pro from GreenLife. Category: Electronics. Features: Renewable Materials, Water Efficient, Organic. Additional benefits: Biodegradable.","Renewable Materials, Water Efficient, Organic, Biodegradable",45.23,14.8,3.8,75
PROD_0257,Green LED Kit,Home & Garden,EcoTech,"Green LED Kit from EcoTech. Category: Home & Garden. Features: Fair Trade, Biodegradable.","Fair Trade, Biodegradable",30.97,25.85,3.5,86
PROD_0258,Eco Yoga Mat,Sports & Outdoors,EcoTech,"Eco Yoga Mat from EcoTech. Category: Sports & Outdoors. Features: Sustainable, Recycled, Renewable Materials.","Sustainable, Recycled, Renewable Materials",25.65,135.88,4.8,12
PROD_0259,Eco Handbook,Books,EarthFriendly,"Eco Handbook from EarthFriendly. Category: Books. Features: Locally Sourced, Water Efficient.","Locally Sourced, Water Efficient",18.39,76.65,3.9,3
PROD_0260,Carbon Neutral Deodorant Cream,Beauty & Personal Care,GreenWave,"Carbon Neutral Deodorant Cream from GreenWave. Category: Beauty & Personal Care. Features: Energy Efficient, Locally Sourced, Renewable Materials. Additional benefits: Carbon Neutral, Water Efficient.","Energy Efficient, Locally Sourced, Renewable Materials, Carbon Neutral, Water Efficient",54.58,8.15,3.9,10
PROD_0261,Recycled Toothpaste Cream,Beauty & Personal Care,EarthFriendly,"Recycled Toothpaste Cream from EarthFriendly. Category: Beauty & Personal Care. Features: Recycled, Fair Trade.","Recycled, Fair Trade",17.6,134.81,4.3,94
PROD_0262,Sustainable Living,Books,PureEarth,"Sustainable Living from PureEarth. Category: Books. Features: Recycled, Sustainable, Organic. Additional benefits: Fair Trade.","Recycled, Sustainable, Organic, Fair Trade",28.23,21.41,4.9,13
PROD_0263,Green Refrigerator Kit,Home & Garden,GreenLife,"Green Refrigerator Kit from GreenLife. Category: Home & Garden. Features: Carbon Neutral, Minimal Packaging, Renewable Materials.","Carbon Neutral, Minimal Packaging, Renewable Materials",33.28,45.57,4.8,13
PROD_0264,Eco Phone Pro,Electronics,GreenLife,"Eco Phone Pro from GreenLife. Category: Electronics. Features: Renewable Materials, Recycled, Water Efficient. Additional benefits: Locally Sourced.","Renewable Materials, Recycled, Water Efficient, Locally Sourced",41.86,32.31,4.7,52
PROD_0265,Eco Handbook,Books,GreenLife,"Eco Handbook from GreenLife. Category: Books. Features: Water Efficient, Renewable Materials, Biodegradable.","Water Efficient, Renewable Materials, Biodegradable",27.18,31.64,3.9,17
PROD_0266,Natural Lotion,Beauty & Personal Care,NatureFirst,"Natural Lotion from NatureFirst. Category: Beauty & Personal Care. Features: Minimal Packaging, Biodegradable, Recycled. Additional benefits: Non-Toxic.","Minimal Packaging, Biodegradable, Recycled, Non-Toxic",50.78,56.7,3.9,38
PROD_0267,Eco Building Blocks,Toys & Games,GreenLife,"Eco Building Blocks from GreenLife. Category: Toys & Games. Features: Fair Trade, Energy Efficient, Minimal Packaging. Additional benefits: Non-Toxic.","Fair Trade, Energy Efficient, Minimal Packaging, Non-Toxic",39.85,28.58,5.0,38
PROD_0268,Eco Television Pro,Electronics,EcoTech,"Eco Television Pro from EcoTech. Category: Electronics. Features: Water Efficient, Carbon Neutral, Locally Sourced. Additional benefits: Minimal Packaging.","Water Efficient, Carbon Neutral, Locally Sourced, Minimal Packaging",30.56,35.9,3.9,38
PROD_0269,Sustainable Yoga Mat,Sports & Outdoors,EcoEssentials,"Sustainable Yoga Mat from EcoEssentials. Category: Sports & Outdoors. Features: Minimal Packaging, Locally Sourced, Biodegradable.","Minimal Packaging, Locally Sourced, Biodegradable",34.98,15.14,3.9,94
PROD_0270,Eco Board Game,Toys & Games,EcoEssentials,"Eco Board Game from EcoEssentials. Category: Toys & Games. Features: Locally Sourced, Carbon Neutral, Fair Trade.","Locally Sourced, Carbon Neutral, Fair Trade",41.03,58.8,4.7,72
PROD_0271,Natural Juice,Food & Beverages,EcoEssentials,"Natural Juice from EcoEssentials. Category: Food & Beverages. Features: Non-Toxic, Renewable Materials, Organic.","Non-Toxic, Renewable Materials, Organic",40.28,72.69,4.4,26
PROD_0272,Eco Puzzle,Toys & Games,NatureFirst,"Eco Puzzle from NatureFirst. Category: Toys & Games. Features: Carbon Neutral, Non-Toxic.","Carbon Neutral, Non-Toxic",17.98,49.81,4.9,30
PROD_0273,Eco Deodorant,Beauty & Personal Care,SustainableCo,"Eco Deodorant from SustainableCo. Category: Beauty & Personal Care. Features: Carbon Neutral, Recycled, Minimal Packaging. Additional benefits: Water Efficient, Sustainable.","Carbon Neutral, Recycled, Minimal Packaging, Water Efficient, Sustainable",38.8,11.9,4.3,69
PROD_0274,Green Air Conditioner Max,Electronics,PureEarth,"Green Air Conditioner Max from PureEarth. Category: Electronics. Features: Recycled, Energy Efficient.","Recycled, Energy Efficient",19.26,38.82,4.4,21
PROD_0275,Eco Speaker Pro,Electronics,EcoEssentials,"Eco Speaker Pro from EcoEssentials. Category: Electronics. Features: Locally Sourced, Carbon Neutral, Recycled. Additional benefits: Organic, Water Efficient.","Locally Sourced, Carbon Neutral, Recycled, Organic, Water Efficient",41.94,10.75,3.9,95
PROD_0276,Carbon Neutral Snacks,Food & Beverages,GreenWave,"Carbon Neutral Snacks from GreenWave. Category: Food & Beverages. Features: Carbon Neutral, Minimal Packaging, Water Efficient. Additional benefits: Renewable Materials.","Carbon Neutral, Minimal Packaging, Water Efficient, Renewable Materials",53.71,16.33,3.9,61
PROD_0277,Sustainable Linen,Clothing,NatureFirst,"Sustainable Linen from NatureFirst. Category: Clothing. Features: Recycled, Sustainable, Biodegradable. Additional benefits: Locally Sourced, Fair Trade.","Recycled, Sustainable, Biodegradable, Locally Sourced, Fair Trade",45.25,272.03,4.5,66
PROD_0278,Eco Building Blocks,Toys & Games,PureEarth,"Eco Building Blocks from PureEarth. Category: Toys & Games. Features: Recycled, Minimal Packaging, Non-Toxic. Additional benefits: Locally Sourced, Sustainable.","Recycled, Minimal Packaging, Non-Toxic, Locally Sourced, Sustainable",47.48,38.22,3.8,2
PROD_0279,Sustainable Camping Gear,Sports & Outdoors,GreenLife,"Sustainable Camping Gear from GreenLife. Category: Sports & Outdoors. Features: Sustainable, Energy Efficient, Renewable Materials.","Sustainable, Energy Efficient, Renewable Materials",31.12,36.51,4.2,42
PROD_0280,Non-Toxic Guide,Books,GreenWave,"Non-Toxic Guide from GreenWave. Category: Books. Features: Carbon Neutral, Non-Toxic, Biodegradable.","Carbon Neutral, Non-Toxic, Biodegradable",20.55,72.94,4.7,3
PROD_0281,Natural Coffee,Food & Beverages,GreenWave,"Natural Coffee from GreenWave. Category: Food & Beverages. Features: Carbon Neutral, Organic, Energy Efficient. Additional benefits: Water Efficient, Fair Trade.","Carbon Neutral, Organic, Energy Efficient, Water Efficient, Fair Trade",54.83,136.54,4.5,13
PROD_0282,Green Fridge Kit,Home & Garden,PureEarth,"Green Fridge Kit from PureEarth. Category: Home & Garden. Features: Energy Efficient, Minimal Packaging, Recycled. Additional benefits: Fair Trade.","Energy Efficient, Minimal Packaging, Recycled, Fair Trade",36.21,24.04,4.7,76
PROD_0283,Eco Handbook,Books,EcoEssentials,"Eco Handbook from EcoEssentials. Category: Books. Features: Water Efficient, Recycled, Locally Sourced. Additional benefits: Sustainable, Minimal Packaging.","Water Efficient, Recycled, Locally Sourced, Sustainable, Minimal Packaging",48.16,72.1,3.9,78
PROD_0284,Energy Efficient Hemp Shirt,Clothing,SustainableCo,"Energy Efficient Hemp Shirt from SustainableCo. Category: Clothing. Features: Recycled, Energy Efficient, Fair Trade. Additional benefits: Sustainable.","Recycled, Energy Efficient, Fair Trade, Sustainable",33.19,82.71,3.6,65
PROD_0285,Non-Toxic Guide,Books,EcoTech,"Non-Toxic Guide from EcoTech. Category: Books. Features: Water Efficient, Carbon Neutral, Non-Toxic.","Water Efficient, Carbon Neutral, Non-Toxic",28.63,54.41,3.8,68
PROD_0286,Fair Trade AC Set,Home & Garden,SustainableStyle,"Fair Trade AC Set from SustainableStyle. Category: Home & Garden. Features: Minimal Packaging, Fair Trade, Biodegradable.","Minimal Packaging, Fair Trade, Biodegradable",41.32,36.44,4.6,79
PROD_0287,Smart Biodegradable Television,Electronics,PureEarth,"Smart Biodegradable Television from PureEarth. Category: Electronics. Features: Minimal Packaging, Biodegradable.","Minimal Packaging, Biodegradable",23.8,78.62,4.5,52
PROD_0288,Eco Building Blocks,Toys & Games,EcoTech,"Eco Building Blocks from EcoTech. Category: Toys & Games. Features: Minimal Packaging, Biodegradable, Recycled. Additional benefits: Organic, Energy Efficient.","Minimal Packaging, Biodegradable, Recycled, Organic, Energy Efficient",44.73,54.95,4.2,28
PROD_0289,Eco Shampoo,Beauty & Personal Care,SustainableCo,"Eco Shampoo from SustainableCo. Category: Beauty & Personal Care. Features: Water Efficient, Minimal Packaging, Renewable Materials. Additional benefits: Sustainable, Recycled.","Water Efficient, Minimal Packaging, Renewable Materials, Sustainable, Recycled",50.15,39.1,3.8,99
PROD_0290,Eco Water Bottle,Sports & Outdoors,SustainableStyle,"Eco Water Bottle from SustainableStyle. Category: Sports & Outdoors. Features: Sustainable, Minimal Packaging.","Sustainable, Minimal Packaging",30.09,36.86,3.6,13
PROD_0291,Organic Coffee,Food & Beverages,NatureFirst,"Organic Coffee from NatureFirst. Category: Food & Beverages. Features: Minimal Packaging, Fair Trade.","Minimal Packaging, Fair Trade",25.59,76.9,4.9,15
PROD_0292,Natural Tea,Food & Beverages,EarthFriendly,"Natural Tea from EarthFriendly. Category: Food & Beverages. Features: Sustainable, Water Efficient, Carbon Neutral. Additional benefits: Biodegradable.","Sustainable, Water Efficient, Carbon Neutral, Biodegradable",52.65,31.05,4.8,26
PROD_0293,Smart Water Efficient TV,Electronics,EcoEssentials,"Smart Water Efficient TV from EcoEssentials. Category: Electronics. Features: Renewable Materials, Fair Trade, Water Efficient. Additional benefits: Sustainable.","Renewable Materials, Fair Trade, Water Efficient, Sustainable",41.69,21.91,3.6,37
PROD_0294,Biodegradable Lotion Cream,Beauty & Personal Care,SustainableStyle,"Biodegradable Lotion Cream from SustainableStyle. Category: Beauty & Personal Care. Features: Biodegradable, Carbon Neutral.","Biodegradable, Carbon Neutral",16.97,49.44,3.7,89
PROD_0295,Green Air Conditioner Kit,Home & Garden,EarthFriendly,"Green Air Conditioner Kit from EarthFriendly. Category: Home & Garden. Features: Sustainable, Locally Sourced, Energy Efficient.","Sustainable, Locally Sourced, Energy Efficient",37.11,22.58,4.0,18
PROD_0296,Eco Lotion,Beauty & Personal Care,EcoTech,"Eco Lotion from EcoTech. Category: Beauty & Personal Care. Features: Minimal Packaging, Recycled, Non-Toxic. Additional benefits: Carbon Neutral, Fair Trade.","Minimal Packaging, Recycled, Non-Toxic, Carbon Neutral, Fair Trade",46.69,36.89,4.0,62
PROD_0297,Eco Running,Sports & Outdoors,EcoEssentials,"Eco Running from EcoEssentials. Category: Sports & Outdoors. Features: Sustainable, Recycled.","Sustainable, Recycled",33.23,38.75,4.0,8
PROD_0298,Sustainable Living,Books,EarthFriendly,"Sustainable Living from EarthFriendly. Category: Books. Features: Energy Efficient, Minimal Packaging, Fair Trade. Additional benefits: Locally Sourced, Water Efficient.","Energy Efficient, Minimal Packaging, Fair Trade, Locally Sourced, Water Efficient",49.34,41.53,4.4,62
PROD_0299,Sustainable Backpack,Sports & Outdoors,EcoBrand,"Sustainable Backpack from EcoBrand. Category: Sports & Outdoors. Features: Recycled, Non-Toxic.","Recycled, Non-Toxic",26.41,77.66,4.9,20
PROD_0300,Green Puzzle,Toys & Games,GreenWave,"Green Puzzle from GreenWave. Category: Toys & Games. Features: Carbon Neutral, Energy Efficient.","Carbon Neutral, Energy Efficient",29.12,19.17,4.1,20
PROD_0301,Locally Sourced Toothpaste Cream,Beauty & Personal Care,GreenLife,"Locally Sourced Toothpaste Cream from GreenLife. Category: Beauty & Personal Care. Features: Fair Trade, Recycled, Locally Sourced. Additional benefits: Biodegradable.","Fair Trade, Recycled, Locally Sourced, Biodegradable",51.49,24.77,4.8,92
PROD_0302,Recycled Tea,Food & Beverages,EcoTech,"Recycled Tea from EcoTech. Category: Food & Beverages. Features: Sustainable, Recycled.","Sustainable, Recycled",22.59,8.11,4.6,9
PROD_0303,Minimal Packaging Garden Set,Home & Garden,EcoEssentials,"Minimal Packaging Garden Set from EcoEssentials. Category: Home & Garden. Features: Renewable Materials, Non-Toxic, Minimal Packaging.","Renewable Materials, Non-Toxic, Minimal Packaging",33.9,26.43,4.0,43
PROD_0304,Sustainable Cotton,Clothing,EcoTech,"Sustainable Cotton from EcoTech. Category: Clothing. Features: Minimal Packaging, Recycled, Energy Efficient.","Minimal Packaging, Recycled, Energy Efficient",28.97,14.29,3.9,13
PROD_0305,Organic Bamboo Tee,Clothing,PureEarth,"Organic Bamboo Tee from PureEarth. Category: Clothing. Features: Fair Trade, Biodegradable, Carbon Neutral. Additional benefits: Non-Toxic.","Fair Trade, Biodegradable, Carbon Neutral, Non-Toxic",41.83,39.94,4.1,67
PROD_0306,Green Tablet Max,Electronics,EcoEssentials,"Green Tablet Max from EcoEssentials. Category: Electronics. Features: Minimal Packaging, Locally Sourced, Energy Efficient.","Minimal Packaging, Locally Sourced, Energy Efficient",23.65,57.17,4.9,78
PROD_0307,Biodegradable Art Supplies Set,Toys & Games,EarthFriendly,"Biodegradable Art Supplies Set from EarthFriendly. Category: Toys & Games. Features: Recycled, Biodegradable.","Recycled, Biodegradable",27.92,27.91,4.9,54
PROD_0308,Recycled Camping Gear,Sports & Outdoors,SustainableCo,"Recycled Camping Gear from SustainableCo. Category: Sports & Outdoors. Features: Fair Trade, Non-Toxic, Recycled.","Fair Trade, Non-Toxic, Recycled",45.55,19.47,3.8,76
PROD_0309,Water Efficient Toothpaste Cream,Beauty & Personal Care,EcoBrand,"Water Efficient Toothpaste Cream from EcoBrand. Category: Beauty & Personal Care. Features: Energy Efficient, Renewable Materials, Water Efficient. Additional benefits: Non-Toxic.","Energy Efficient, Renewable Materials, Water Efficient, Non-Toxic",40.83,49.11,4.4,82
PROD_0310,Green Phone Max,Electronics,EarthFriendly,"Green Phone Max from EarthFriendly. Category: Electronics. Features: Carbon Neutral, Recycled, Energy Efficient. Additional benefits: Minimal Packaging, Non-Toxic.","Carbon Neutral, Recycled, Energy Efficient, Minimal Packaging, Non-Toxic",37.15,35.13,3.8,40
PROD_0311,Locally Sourced Compost Set,Home & Garden,EcoTech,"Locally Sourced Compost Set from EcoTech. Category: Home & Garden. Features: Locally Sourced, Renewable Materials, Biodegradable. Additional benefits: Minimal Packaging, Recycled.","Locally Sourced, Renewable Materials, Biodegradable, Minimal Packaging, Recycled",48.88,21.23,4.7,33
PROD_0312,Organic Cereal,Food & Beverages,EcoBrand,"Organic Cereal from EcoBrand. Category: Food & Beverages. Features: Carbon Neutral, Renewable Materials.","Carbon Neutral, Renewable Materials",28.52,28.95,5.0,54
PROD_0313,Fair Trade Guide,Books,GreenLife,"Fair Trade Guide from GreenLife. Category: Books. Features: Fair Trade, Recycled, Sustainable.","Fair Trade, Recycled, Sustainable",36.1,20.98,4.5,68
PROD_0314,Eco Water Bottle,Sports & Outdoors,EcoTech,"Eco Water Bottle from EcoTech. Category: Sports & Outdoors. Features: Fair Trade, Carbon Neutral.","Fair Trade, Carbon Neutral",27.72,24.5,3.8,31
PROD_0315,Organic Cotton Tee,Clothing,EcoTech,"Organic Cotton Tee from EcoTech. Category: Clothing. Features: Minimal Packaging, Water Efficient.","Minimal Packaging, Water Efficient",27.01,9.85,4.4,85
PROD_0316,Green Garden Kit,Home & Garden,GreenLife,"Green Garden Kit from GreenLife. Category: Home & Garden. Features: Sustainable, Biodegradable.","Sustainable, Biodegradable",23.8,37.78,4.8,63
PROD_0317,Eco Backpack,Sports & Outdoors,SustainableStyle,"Eco Backpack from SustainableStyle. Category: Sports & Outdoors. Features: Biodegradable, Locally Sourced, Sustainable. Additional benefits: Fair Trade.","Biodegradable, Locally Sourced, Sustainable, Fair Trade",38.94,24.28,4.8,42
PROD_0318,Eco Handbook,Books,NatureFirst,"Eco Handbook from NatureFirst. Category: Books. Features: Fair Trade, Water Efficient.","Fair Trade, Water Efficient",23.72,78.8,4.3,58
PROD_0319,Water Efficient Camping Gear,Sports & Outdoors,EcoBrand,"Water Efficient Camping Gear from EcoBrand. Category: Sports & Outdoors. Features: Water Efficient, Biodegradable, Locally Sourced. Additional benefits: Non-Toxic, Fair Trade.","Water Efficient, Biodegradable, Locally Sourced, Non-Toxic, Fair Trade",49.12,17.49,4.1,29
PROD_0320,Eco TV Pro,Electronics,EcoBrand,"Eco TV Pro from EcoBrand. Category: Electronics. Features: Energy Efficient, Organic.","Energy Efficient, Organic",25.42,15.48,4.2,19
PROD_0321,Eco Compost,Home & Garden,EcoBrand,"Eco Compost from EcoBrand. Category: Home & Garden. Features: Energy Efficient, Locally Sourced, Sustainable. Additional benefits: Carbon Neutral, Non-Toxic.","Energy Efficient, Locally Sourced, Sustainable, Carbon Neutral, Non-Toxic",49.41,39.61,4.8,47
